,,,,,Games,Games,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy
536,Travis Jervey\JervTr00,ATL,,31,15,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,-0.5,-1.0,,172,
537,Albert Johnson\JohnAl23,NYJ,,26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,180,
538,Robert Johnson\JohnRo04,CHI,,23,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,98,
539,John Jones\JoneJo00,BAL,,28,11,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,103,
Rk,,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,FantPt,DKPt,FDPt,VBD,PosRank,OvRank
540,James Jordan\JordJa20,SFO,,25,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,179,
541,Rashod Kent\KentRa20,HOU,,23,7,4,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,111,
542,Brian Kinchen\KincBr00,NWE,,38,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,101,
543,Mike Leach\LeacMi00,DEN,,27,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,82,
544,Brody Liddiard\LiddBr20,MIN,,26,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,108,
545,Nick Maddox\MaddNi20,CLE,,23,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,-0.5,-1.0,,164,
546,Cecil Martin\MartCe00,TAM,,28,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,1,
547,Chris Massey\MassCh00,STL,RB,24,16,0,0,0,0,0,0,1,-1,-1.00,0,0,0,0,,0,,-0.1,-0.1,,174,
548,Grant Mattos\MattGr20,SDG,,22,6,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,199,
549,Sean McDermott\McDeSe20,2TM,,27,6,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,113,
550,Tony McGee\McGeTo00,2TM,,32,4,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,99,
551,Jason McKie\McKiJa00,CHI,,23,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,14,
552,Kevin McLeod\McLeKe00,CLE,,29,1,1,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,5,
553,Billy McMullen\McMuBi00,PHI,WR,23,5,0,0,0,0,0,0,0,0,,0,3,1,2,2.00,0,,1.2,0.7,,174,
554,Sean Morey\MoreSe00,PHI,,27,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,-0.5,-1.0,,185,
555,Harold Morrow\MorrHa00,BAL,,30,14,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,12,
556,Ovie Mughelli\MughOv00,BAL,,23,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,16,
557,Matt Murphy\MurpMa00,HOU,,23,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,109,
558,Craig Nall\NallCr00,GNB,QB,24,1,0,0,0,0,0,0,2,-2,-1.00,0,0,0,0,,0,,-0.2,-0.2,,78,
559,Larry Ned\NedxLa00,MIN,,25,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,167,
560,John Owens\OwenJo00,DET,,23,7,1,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,83,
561,Doug Pederson\PedeDo00,GNB,QB,35,16,0,2,2,16,0,0,6,-5,-0.83,0,0,0,0,,0,,0.1,0.1,,74,
562,Brad Pyatt\PyatBr00,IND,WR,23,8,0,0,0,0,0,0,0,0,,0,1,1,2,2.00,0,,0.2,-1.3,,175,
563,Derek Rackley\RackDe00,ATL,,26,16,1,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,97,
564,Gabe Reid\ReidGa00,CHI,,26,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,87,
565,Joffrey Reynolds\ReynJo20,STL,,24,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,163,
566,Micah Ross\RossMi20,2TM,,27,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,182,
567,Sam Simmons\SimmSa20,MIA,,24,11,0,0,0,0,0,0,0,0,,0,2,0,0,,0,,,,,195,
568,Ken Simonton\SimoKe00,BUF,RB,24,2,0,0,0,0,0,0,2,4,2.00,0,0,0,0,,0,,0.4,0.4,,161,
569,David Sloan\SloaDa00,NOR,,31,4,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,110,
Rk,,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,FantPt,DKPt,FDPt,VBD,PosRank,OvRank
570,Detron Smith\SmitDe00,IND,,29,11,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,165,
571,Justin Snow\SnowJu00,IND,,27,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,89,
572,Brad St. Louis\StLoBr00,CIN,,27,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,94,
573,John Stone\StonJo00,OAK,,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,192,
574,Stephen Trejo\TrejSt00,DET,RB,26,16,0,0,0,0,0,0,0,0,,0,1,1,2,2.00,0,,1.2,0.7,,162,
575,Taco Wallace\WallTa00,SEA,,22,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,194,
576,LaShaun Ward\WardLa20,KAN,,23,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,-0.5,-1.0,,196,
577,Kenny Watson\WatsKe00,CIN,,25,8,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,-0.5,-1.0,,168,
578,James Whalen\WhalJa00,DAL,,26,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,105,
579,Daniel Wilcox\WilcDa01,TAM,,26,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,92,
580,James Williams\WillJa01,DET,,25,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,183,
581,Randal Williams\WillRa01,DAL,,25,15,0,0,0,0,0,0,0,0,,0,3,0,0,,0,,6.0,6.0,,178,
582,Roland Williams\WillRo01,TAM,,28,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,102,
583,Walter Young\YounWa00,CAR,,24,7,0,0,0,0,0,0,0,0,,0,5,0,0,,0,,,,,193,
584,Joe Zelenka\ZeleJo00,JAX,,27,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,112,
585,Chris Redman\RedmCh00,BAL,QB,26,2,0,7,13,58,0,2,2,4,2.00,0,0,0,0,,0,-1,-0.8,-2.3,,79,
586,Alex Van Pelt\VanPAl00,BUF,QB,33,6,0,5,12,49,0,3,4,-6,-1.50,0,0,0,0,,0,-5,-1.6,-1.6,,80,
